Slope,rep,Topo,Aspect,current.year,start.year,sowing.year,cage,lifted,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseedpods,avgseedpods,proportionseeded,sdays,daysseeding,finalseedbank,nativebiomass,nonnativebiomass,nativecover,nonnativecover,avg_nonnative_height,avg_native_height,ercacover,ph,som,ec,nitrogen,carbon,bulkdensity,march.soil.percent.water.content,jan.avg.vwc,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
steep,1,North Steep,north,4,2,2015,small,no,Caged,Severe,1944,2,1,1,0.10%,yes,10,10,50,62,28,1962,,,,,,,,5.51,7.945,29.55,0.031090675,0.57696615,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,North Steep,north,4,2,2015,none,no,No Cage,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,5.515,8.39,42.7,0,1.417365,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,North Steep,north,4,2,2015,big,no,Caged,No Herbivory,399,1,1,0,0.25%,yes,0,0,0,,,398,,,,,,,,5.385,7.11,37.85,0,0.7806928,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,North Steep,north,4,2,2015,small,no,Caged,No Herbivory,253,0,0,0,0.00%,yes,0,0,,,,253,,,,,,,,5.625,8.635,37.95,0,1.266846,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,North Steep,north,4,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,5.565,3.605,32.65,0,0.52013245,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,North Steep,north,4,2,2015,big,no,Caged,No Herbivory,120,0,0,0,0.00%,yes,0,0,,,,120,,,,,,,,5.57,6.995,38.7,0.06428302,0.8171943,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,North Steep,north,4,2,2015,small,no,Caged,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,,,,,,6.785,6.4,31.55,0.04034082,1.5241305,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,4,No.aspect Swale,no.aspect,4,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.175,2.545,32.2,0.024426855,0.76217225,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,4,No.aspect Swale,no.aspect,4,2,2015,big,no,Caged,No Herbivory,84,0,0,0,0.00%,yes,0,0,0,,,84,,,,,,,,6.38,2.07,28.1,0.055314835,0.5421546,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,4,No.aspect Swale,no.aspect,4,2,2015,small,no,Caged,No Herbivory,162,0,0,0,0.00%,yes,0,0,,,,162,,,,,,,,6.69,2.915,35.1,0.061559985,0.54151915,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,5,No.aspect Swale,no.aspect,4,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.07,2.867,42.75,0.032717105,0.7005486,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,5,No.aspect Swale,no.aspect,4,2,2015,big,no,Caged,No Herbivory,37,0,0,0,0.00%,yes,0,0,,,,37,,,,,,,,6.25,4.731,26.75,0.0408588,1.25105595,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,5,No.aspect Swale,no.aspect,4,2,2015,small,no,Caged,Mild,1199,49,43,6,4.09%,yes,383,76.6,12.24489796,105.3,20.5,1916,,,,,,,,6.775,2.575,20.75,0.052427105,0.468903,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,6,No.aspect Swale,no.aspect,4,2,2015,none,no,No Cage,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,6.815,2.1955,30.9,0.076410345,0.65390695,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,6,No.aspect Swale,no.aspect,4,2,2015,big,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,5.375,1.8165,46.95,0,0.6073881,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,6,No.aspect Swale,no.aspect,4,2,2015,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,7.415,1.85,32.8,0.063681345,0.4955881,,,,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,1,South Gentle,south,3,1,2014,none,no,No Cage,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,6.2,2.43,29.55,0.05107025,0.41182745,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,1,South Gentle,south,3,1,2014,big,no,Caged,No Herbivory,77,0,0,0,0.00%,yes,0,0,,,,77,,,,,,,,5.97,3.1305,29.4,0.034872385,0.2726921,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,1,South Gentle,south,3,1,2014,small,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.665,2.7,48.7,0.02351763,0.59764135,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,2,South Gentle,south,3,1,2014,none,no,No Cage,No Herbivory,163,0,0,0,0.00%,yes,0,0,,,,163,,,,,,,,6.05,3.335,31.9,0.071009595,0.9018188,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,2,South Gentle,south,3,1,2014,big,no,Caged,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.05,4.71,35.55,0.084710795,1.0261715,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,2,South Gentle,south,3,1,2014,small,no,Caged,No Herbivory,253,0,0,0,0.00%,yes,0,0,,,,253,,,,,,,,6.04,5.965,39.7,0.10647238,1.785604,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,3,South Gentle,south,3,1,2014,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.49,4.585,40,0.088741215,1.1707635,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,3,South Gentle,south,3,1,2014,big,no,Caged,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,5.545,3.475,24.55,0.049255829,0.68140035,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,3,South Gentle,south,3,1,2014,small,no,Caged,Mild,535,1,1,0,0.19%,yes,0,0,0,,,534,,,,,,,,5.28,2.4095,30.8,0.02624376,0.6555965,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,1,No.aspect Ridge,no.aspect,3,1,2014,none,no,No Cage,No Herbivory,123,0,0,0,0.00%,yes,0,0,,,,123,,,,,,,,5.6,3.26,17,0.077025355,0.778946,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,1,No.aspect Ridge,no.aspect,3,1,2014,big,no,Caged,No Herbivory,162,0,0,0,0.00%,yes,0,0,,,,162,,,,,,,,6.005,5.795,47.75,0.0808851,1.63661885,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,1,No.aspect Ridge,no.aspect,3,1,2014,small,no,Caged,Mild,223,1,0,1,0.45%,yes,233,233,100,40,64,688,,,,,,,,6.2,3.104,30.65,0,0.69382165,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,2014,none,no,No Cage,No Herbivory,36,0,0,0,0.00%,no,0,0,,,,36,,,,,,,,6.29,3.87,38.45,0,0.9661617,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,2014,big,no,Caged,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,5.48,6.8,51.1,0.079254195,1.03387125,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,2,No.aspect Ridge,no.aspect,3,1,2014,small,no,Caged,No Herbivory,41,0,0,0,0.00%,yes,0,0,,,,41,,,,,,,,6.625,0.575,40.05,0.033405905,0.4886722,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,,,,,,6.195,4.705,31.45,0.087311655,0.77844155,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,2014,big,no,Caged,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,6.24,3.43,40.15,0,0.7859843,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
ridge,3,No.aspect Ridge,no.aspect,3,1,2014,small,no,Caged,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,6.46,4.325,26.65,0.056994475,0.7098949,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,South Steep,south,3,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,,,,,,6.67,0.9735,17.9,0.029109955,0.29065965,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,South Steep,south,3,1,2014,big,no,Caged,No Herbivory,36,0,0,0,0.00%,yes,0,0,,,,36,,,,,,,,6.61,1.9245,6.35,0.025188235,0.12230563,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,South Steep,south,3,1,2014,small,no,Caged,No Herbivory,25,0,0,0,0.00%,no,0,0,,,,25,,,,,,,,6.345,2.396,11.7,0.026917945,0.26728505,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,South Steep,south,3,1,2014,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,,,,,,6.745,1.356,13.5,0.019222375,0,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,South Steep,south,3,1,2014,big,no,Caged,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,6.49,2.068,29.65,0.028855335,0.20495255,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,South Steep,south,3,1,2014,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,6.64,1.107,18.25,0.047090505,0.31778755,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,South Steep,south,3,1,2014,none,no,No Cage,No Herbivory,34,0,0,0,0.00%,no,0,0,,,,34,,,,,,,,6.02,1.589,34.5,0.01708491,0.29584435,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,South Steep,south,3,1,2014,big,no,Caged,Severe,134,2,2,0,1.49%,yes,0,0,0,,,132,,,,,,,,5.74,1.818,31.4,0.03967767,0.6011692,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,South Steep,south,3,1,2014,small,no,Caged,No Herbivory,33,0,0,0,0.00%,no,0,0,,,,33,,,,,,,,6.935,2.37,17.75,0.05470376,0.9791892,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,3,1,2014,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.29,2.4342,23.75,0.02079592,1.0641207,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,3,1,2014,big,no,Caged,No Herbivory,32,0,0,0,0.00%,no,0,0,,,,32,,,,,,,,5.015,2.892,46.25,0,0.9144148,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,1,No.aspect Swale,no.aspect,3,1,2014,small,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,5.72,4.50555,33.45,0.07135144,2.644816,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,2,No.aspect Swale,no.aspect,3,1,2014,none,no,No Cage,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,5.835,1.02,26.9,0.025871695,0.47099525,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,2,No.aspect Swale,no.aspect,3,1,2014,big,no,Caged,No Herbivory,34,1,1,0,2.94%,no,0,0,0,,,33,,,,,,,,6.465,1.915,23.7,0.04445328,0.3876331,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,2,No.aspect Swale,no.aspect,3,1,2014,small,no,Caged,No Herbivory,42,0,0,0,0.00%,yes,0,0,,,,42,,,,,,,,6.075,1.9,39.9,0.06904331,0.8546079,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,3,No.aspect Swale,no.aspect,3,1,2014,none,no,No Cage,No Herbivory,38,0,0,0,0.00%,no,0,0,,,,38,,,,,,,,7.52,1.7475,38.85,0.02187346,0.6397984,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,3,No.aspect Swale,no.aspect,3,1,2014,big,no,Caged,Severe,146,6,3,3,4.11%,yes,89,29.66666667,50,54.66666667,28.33333333,318,,,,,,,,5.855,1.3555,23.5,0.01921891,0.5112983,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,3,No.aspect Swale,no.aspect,3,1,2014,small,no,Caged,Mild,382,14,7,7,3.66%,yes,98,14,50,58.85714286,35.25,564,,,,,,,,6.3,3.81,14,0.058379525,0.5739372,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,4,South Gentle,south,3,2,2015,none,no,No Cage,No Herbivory,31,0,0,0,0.00%,no,0,0,,,,31,,,,,,,,5.94,1.905,39.65,0.080843045,1.1533976,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,4,South Gentle,south,3,2,2015,big,no,Caged,No Herbivory,27,1,1,0,3.70%,no,0,0,0,,,26,,,,,,,,5.88,2.295,19.75,0.079195345,1.0552516,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,4,South Gentle,south,3,2,2015,small,no,Caged,No Herbivory,30,1,1,0,3.33%,no,0,0,0,,,29,,,,,,,,5.465,2.375,33.75,0.0195615,0.5656115,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,5,South Gentle,south,3,2,2015,none,no,No Cage,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,5.38,2.855,25.55,0,0.5956499,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,5,South Gentle,south,3,2,2015,big,no,Caged,No Herbivory,32,1,1,0,3.13%,no,0,0,0,,,31,,,,,,,,5.555,1.2,23.95,0.02659348,0.5780991,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,5,South Gentle,south,3,2,2015,small,no,Caged,No Herbivory,58,1,1,0,1.72%,yes,0,0,0,,,57,,,,,,,,6.01,3.43,21.3,0.048114535,0.42993585,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,6,South Gentle,south,3,2,2015,none,no,No Cage,No Herbivory,107,0,0,0,0.00%,yes,0,0,,,,107,,,,,,,,5.955,2.84,57.95,0.051315255,0.4244537,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,6,South Gentle,south,3,2,2015,big,no,Caged,No Herbivory,35,0,0,0,0.00%,no,0,0,,,,35,,,,,,,,6.03,1.93,16.55,0.044332955,0.4225639,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,6,South Gentle,south,3,2,2015,small,no,Caged,No Herbivory,33,0,0,0,0.00%,no,0,0,,,,33,,,,,,,,5.475,1.5555,30.7,0.029418635,0.53300175,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,4,South Steep,south,3,2,2015,none,no,No Cage,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,,,,,,6.8,2.345,34.85,0.016962155,1.06648055,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,4,South Steep,south,3,2,2015,big,no,Caged,Mild,25,1,0,1,4.00%,no,26,26,100,40,29,76,,,,,,,,5.99,2.95,32.8,0.039004985,0.5322551,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,4,South Steep,south,3,2,2015,small,no,Caged,Mild,27,1,0,1,3.70%,no,41,41,100,26,43,108,,,,,,,,6.335,3.31,66.35,0.052005475,0.3698053,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,5,South Steep,south,3,2,2015,none,no,No Cage,No Herbivory,40,0,0,0,0.00%,no,0,0,,,,40,,,,,,,,6.395,2.05,18.5,0.05563932,0.3601587,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,5,South Steep,south,3,2,2015,big,no,Caged,Mild,32,2,1,1,6.25%,no,135,135,50,55,49,300,,,,,,,,6.45,2.84,34.05,0.05428337,0.62390005,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,5,South Steep,south,3,2,2015,small,no,Caged,No Herbivory,50,0,0,0,0.00%,yes,0,0,,,,50,,,,,,,,5.505,5.545,56.05,0,0.8642285,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,6,South Steep,south,3,2,2015,none,no,No Cage,No Herbivory,25,0,0,0,0.00%,no,0,0,,,,25,,,,,,,,7.05,2.58,16.25,0.03024732,0.13758615,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,6,South Steep,south,3,2,2015,big,no,Caged,Mild,36,2,1,1,5.56%,no,113,113,50,40,29,260,,,,,,,,6.295,3.415,26.9,0.04098806,0.29874805,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,6,South Steep,south,3,2,2015,small,no,Caged,No Herbivory,29,0,0,0,0.00%,no,0,0,,,,29,,,,,,,,6.905,3.605,16.8,0.033586855,0.122796,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,North Steep,north,3,2,2015,none,no,No Cage,Severe,37,1,1,0,2.70%,yes,0,0,0,,,36,,,,,,,,6.29,2.665,15.95,0.03640489,0.2277488,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,North Steep,north,3,2,2015,big,no,Caged,Mild,77,5,3,2,6.49%,yes,245,122.5,40,40,53.5,562,,,,,,,,6.145,5.545,21.75,0.044625775,0.7734109,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,North Steep,north,3,2,2015,small,no,Caged,Mild,310,10,1,9,3.23%,yes,822,91.33333333,90,47.66666667,34.44444444,1944,,,,,,,,5.51,7.945,29.55,0.031090675,0.57696615,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,North Steep,north,3,2,2015,none,no,No Cage,No Herbivory,37,0,0,0,0.00%,no,0,0,,,,37,,,,,,,,5.515,8.39,42.7,0,1.417365,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,North Steep,north,3,2,2015,big,no,Caged,Severe,323,6,4,2,1.86%,yes,41,20.5,33.33333333,47.5,21.5,399,,,,,,,,5.385,7.11,37.85,0,0.7806928,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,North Steep,north,3,2,2015,small,no,Caged,Mild,37,2,0,2,5.41%,yes,109,54.5,100,62,31.5,253,,,,,,,,5.625,8.635,37.95,0,1.266846,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,North Steep,north,3,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,5.565,3.605,32.65,0,0.52013245,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,North Steep,north,3,2,2015,big,no,Caged,Mild,37,3,2,1,8.11%,no,43,43,33.33333333,69,49,120,,,,,,,,5.57,6.995,38.7,0.06428302,0.8171943,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,North Steep,north,3,2,2015,small,no,Caged,No Herbivory,28,0,0,0,0.00%,no,0,0,,,,28,,,,,,,,6.785,6.4,31.55,0.04034082,1.5241305,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,4,No.aspect Swale,no.aspect,3,2,2015,none,no,No Cage,No Herbivory,39,0,0,0,0.00%,no,0,0,,,,39,,,,,,,,6.175,2.545,32.2,0.024426855,0.76217225,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,4,No.aspect Swale,no.aspect,3,2,2015,big,no,Caged,No Herbivory,85,1,1,0,1.18%,yes,0,0,0,,,84,,,,,,,,6.38,2.07,28.1,0.055314835,0.5421546,,,,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
